신고번호,신고일자,신고세관부호,수입신고구분코드,수입거래구분코드,수입종류코드,징수형태코드,운송수단유형코드,신고인부호,수입자,해외거래처부호,특송업체부호,HS10단위부호,적출국가코드,원산지국가코드,관세율,관세율구분코드,원산지표시유무코드,신고중량(KG),과세가격원화금액,우범여부,핵심적발
20271991,2020-08-03,20,B,11,21,43,10,30KWO4D,X0JWKFL,Q7Q5NE9,,8470103010,HK,CN,0.0,C,G,30.0,18999.0,1,1
24161902,2020-08-03,16,B,11,21,11,10,Y7GUHAF,KVPEGJB,UUQ50KL,,8543704090,VN,VN,8.0,A,Y,8.6,18.92,0,0
10667513,2020-08-03,40,B,87,21,43,40,PF1L1IG,VPFSZRH,,MWIDNS,3214900000,MY,MY,0.0,FAS1,E,40175.0,4849122.5,1,1
90044047,2020-08-03,20,B,11,21,11,10,89L3UKQ,EAPRJGG,KILND1W,,8517701029,VN,VN,0.0,CIT,Y,6.2,1316.2600000000002,0,0
49124359,2020-08-03,40,B,11,21,11,40,30KWO4D,OQJFVFJ,,,1302199099,FR,FR,8.0,A,E,6.0,1185.6,0,0
92170631,2020-08-03,40,B,11,21,43,40,OQY4ZUC,RQKL0U3,9UP4MN8,VZIZJJ,8709110000,CN,CN,8.0,A,E,100.0,20740.0,0,0
25112863,2020-08-03,40,B,11,21,11,10,UOOH9ZX,VRRP03Q,UNCISOP,,3926909000,DE,DE,0.0,FEU1,Y,3993.0,2395.8,0,0
31988390,2020-08-03,40,B,11,21,11,40,43MSLZK,UPSLUE2,E44MM7Y,,2005999000,CN,CN,18.0,FCN1,Y,3380.0,320086.0,0,0
37335378,2020-08-03,40,B,11,21,11,10,ZA03N3Z,8FRIUI5,R1QK19S,,9027100000,US,US,0.0,FUS1,B,33.0,52443.6,0,0
94782817,2020-08-03,40,B,11,21,11,40,R5P6P4N,GOZDREV,NPKQ6XY,,8412390000,AE,ES,0.0,FEU1,E,204.0,315465.60000000003,0,0
95273248,2020-08-03,40,B,11,21,11,40,ZUNH69S,A9KEV66,87TO3QR,,6204530000,CN,CN,13.0,A,Y,62.0,2480.0,0,0
84721640,2020-08-03,30,B,11,21,11,10,NB30P6B,HFVWJ5F,UCJDGDJ,,4202921090,US,US,8.0,A,G,3.8,2.28,0,0
44159739,2020-08-03,33,B,11,21,11,10,OQY4ZUC,OBG0IK8,5VZ6FAX,,8205599000,SK,SK,8.0,A,E,119.8,2096.5,1,1
62831726,2020-08-03,20,B,11,21,11,10,HV1AB1L,2Z2POPJ,T76UZKP,,6211499000,US,US,13.0,A,B,231.6,30246.96,0,0
44711194,2020-08-03,40,B,11,21,11,40,OZB7KED,1VHJG03,KILND1W,,7321110000,CN,CN,8.0,A,E,70.0,12047.0,1,2
19169037,2020-08-03,20,B,87,21,11,10,H3RWZG0,KH39Z8W,XP4116Y,,6404191000,CN,CN,13.0,A,S,15.0,2899.5,0,0
82004027,2020-08-03,20,B,11,21,11,10,RZXCX7U,MYNXNBA,TY88GM7,,7007291000,CN,CN,4.8,FCN1,Y,4.2,383.04,0,0
46080801,2020-08-03,40,B,11,11,11,40,PF1L1IG,EY31TF8,,,3923100000,VN,KR,8.0,A,Y,1360.0,4352.0,1,1
38974011,2020-08-03,40,B,11,21,11,40,OZB7KED,UPOY9XU,SDT0GNR,,7323930000,CN,CN,0.0,FCN1,Y,158.3,981.4600000000003,0,0
13418207,2020-08-03,40,B,11,21,11,10,Y7GUHAF,R0897YN,FS5U0CQ,,1604159000,TH,TH,0.0,FAS1,Y,1800.0,6323040.0,0,0
55747377,2020-08-03,40,B,11,21,11,40,30KWO4D,LR7T1YJ,9UP4MN8,,6307909000,HK,CN,10.0,A,E,15.0,34.5,0,0
26570773,2020-08-03,20,B,11,21,11,40,Y7GUHAF,9P230UG,PHIOFDD,,6211121000,CN,CN,13.0,A,Y,3.0,561.0,0,0
17327459,2020-08-03,20,B,11,21,11,40,Y7GUHAF,7KGLWW5,KJUBM3P,,8542311000,TW,TW,0.0,C,Y,0.8,1622.5600000000004,0,0
83213032,2020-08-03,30,B,11,21,11,10,L5GONLU,ZDOV8SQ,Y2QBAQQ,,3926909000,CN,CN,3.9,FCN1,Y,1260.0,756.0,0,0
12938651,2020-08-03,40,B,11,21,11,10,AX4CW6G,7SRYH6O,D4DGACC,,8504403010,CN,CN,0.0,CIT,B,750.0,163500.0,0,0
69492550,2020-08-03,40,B,11,21,11,10,JLSFRP0,WB89WA5,2OQZJ37,,8541909000,KR,CN,0.0,C,G,471.7,403963.88,0,0
31764196,2020-08-03,20,B,11,21,11,10,DN7LBUR,6B391XK,KMOT1OW,,8424309000,CN,CN,8.0,A,G,114.2,217436.8,0,0
25176073,2020-08-03,30,B,11,21,11,40,PF1L1IG,MWC100D,NPPKWSH,,5402191029,CA,CA,0.0,FCA1,Y,9500.1,12400480.53,1,1
26977549,2020-08-03,20,B,11,21,14,10,CVEA7NE,NB7PCAR,ONKQE2Z,,2208400000,US,US,0.0,FUS1,E,4500.0,4013550.0,0,0
67864889,2020-08-03,20,B,11,21,11,10,X2D9TDI,VZBTNCB,,,8516900000,CN,CN,8.0,A,E,123.1,160.03,1,1
69504559,2020-08-03,20,B,11,11,11,40,OZB7KED,MOCH1X5,KJUBM3P,,8708700000,CN,CN,8.0,A,Y,944.0,39742.4,0,0
71138503,2020-08-03,30,B,11,21,43,10,KWFQCBV,M15WZMK,3DDOYAB,,8803909000,US,US,0.0,A,E,10.0,596.0,0,0
73889861,2020-08-03,20,B,11,21,11,40,OZB7KED,C75X1SF,IUW8U8Z,,6114909000,CN,CN,13.0,A,Y,7.9,438.4500000000001,0,0
58694982,2020-08-03,40,B,11,21,11,40,0P8U6XH,7ILBCPY,,,1302199099,FR,FR,8.0,A,E,6.0,1185.6,0,0
98457906,2020-08-03,20,B,11,21,11,40,ZDL74QJ,H2QM4RH,8293KY9,,8215915000,CN,CN,8.0,A,Y,78.0,1108489.2,0,0
16033743,2020-08-03,20,B,11,21,11,10,CHDHU6S,T73P6YH,E44MM7Y,,7102390000,HK,IN,5.0,A,E,0.0,0.0,0,0
70615592,2020-08-03,40,B,11,21,11,40,WBQKENF,7ZC9F7T,UWJPRXO,,8215915000,CN,CN,8.0,A,E,78.0,1108489.2,0,0
42064447,2020-08-03,40,B,11,21,43,40,DWNJQL8,LZ81QO3,RNVG2ZG,,4202121090,CN,CN,2.4,FCN1,S,148.0,18366.8,0,0
10710877,2020-08-03,10,B,11,21,11,10,U8YJ1TN,HW96MLB,PDYT86E,,7117192000,JP,JP,8.0,A,Y,4.9,58.8,0,0
24796423,2020-08-03,40,B,11,21,11,40,OZB7KED,JK1DE7Q,9AMO0W8,,6211121000,CN,CN,13.0,A,E,3.0,561.0,0,0
60851658,2020-08-03,30,B,11,21,11,10,Y7GUHAF,4TK7C6I,L5O5QRO,,8471601090,CN,CN,0.0,C,Y,25.0,440.00000000000006,0,0
83831504,2020-08-03,30,B,11,21,11,10,EX4Q9G2,7ZC9F7T,VITG8Y0,,2106909099,US,US,0.0,FUS1,E,288.0,36432.0,0,0
48240765,2020-08-03,40,B,11,21,11,10,DWNJQL8,7KGLWW5,,,2836400000,US,US,0.0,FUS1,Y,40000.0,17688000.0,0,0
49712666,2020-08-03,20,B,11,21,11,40,OZB7KED,8OZ1RD1,,,3926909000,CN,CN,3.9,FCN1,E,120.0,72.0,0,0
18580136,2020-08-03,40,B,11,21,43,40,U8YJ1TN,0ES5XYG,0BYUS3N,,8712009090,TW,TW,8.0,A,E,1879.0,636041.5,0,0
34343750,2020-08-03,30,B,11,21,11,10,575N8BW,6I1UAQT,2OGE3PD,,4707200000,US,US,0.0,A,E,20802.0,1605914.4,0,0
31178222,2020-08-03,30,B,11,21,11,10,9UJYLGT,Y9UPOXS,BKCZRN5,,9608991000,CN,CN,0.0,FCN1,G,80.0,2496.0,0,0
21673402,2020-08-03,40,B,11,21,11,10,Y7GUHAF,PNDGG8F,PUR3454,,9004109000,CN,CN,3.2,FCN1,Y,16.9,1196.5199999999998,0,0
49274897,2020-08-03,10,B,22,28,11,40,DNB90V3,Z05HW4W,MHLQGYM,,6205200000,CN,CN,13.0,FCN1,S,152.0,12099.2,0,0
99418356,2020-08-03,40,B,11,21,11,40,H3RWZG0,7AW5DY7,,,9507909000,FI,KR,8.0,A,E,4.2,101.64,1,1
61029742,2020-08-03,10,B,83,26,11,10,RWYXI0J,AQLFHWU,AFUAFIT,,9208909000,US,DE,8.0,A,E,17.1,2618.01,0,0
72825620,2020-08-03,40,B,11,21,11,10,LX5JHH8,5V6QF6L,2N9FMHR,,9508900000,LU,BE,0.0,FEU1,S,856.0,308245.60000000003,1,1
97639794,2020-08-03,20,B,11,21,11,10,6V0LO4Q,GE5ADXT,,,2005999000,CN,CN,18.0,FCN1,G,3380.0,320086.0,0,0
10792992,2020-08-03,16,B,11,21,11,40,FI9N1BX,PPNB40F,2DK928A,,6110200000,CN,CN,9.1,FCN1,Y,2401.0,63386.4,0,0
35438096,2020-08-04,30,B,11,21,11,10,E3Q8ABV,CC30EWV,H83W8QR,,8205599000,US,US,0.0,FUS1,G,0.7,12.25,1,1
37026347,2020-08-04,40,B,87,21,14,40,5PDPMM1,A5TEGQ9,A49XHA1,MWIDNS,8708999000,TH,US,8.0,A,G,1000.0,7000.0,1,1
20768170,2020-08-04,13,B,11,21,11,10,ZGNH4UK,SMQDSXA,779PMCE,,8543909090,JP,JP,0.0,CIT,E,15.0,271.5,0,0
73558394,2020-08-04,40,B,11,21,11,10,D7YU1I2,531ZG3I,ZSKPFFE,,8424902000,TW,TW,8.0,A,G,14.0,1877.4,0,0
52062018,2020-08-04,53,B,11,21,43,40,NBZY1CQ,73P3W99,E3GNTZG,77BN4M,8504405090,CN,CN,3.3,C,Y,30.0,1863.0,0,0
53411082,2020-08-04,40,B,11,12,14,50,A0ZY90B,3BURDGV,5Z9NBJT,,6307909000,JP,JP,10.0,A,Y,220.0,506.0,1,1
56722132,2020-08-04,40,B,11,21,0,40,KXJKVNF,NEH6XAZ,B19RKT3,,8536490000,JP,MY,8.0,A,G,32.0,19923.2,1,1
63250572,2020-08-04,20,B,11,21,11,40,OZB7KED,ZW4WDMV,XFP0UE3,,8803301000,JP,JP,0.0,A,G,59.8,141492.78,0,0
22538503,2020-08-04,40,B,11,21,11,10,X2D9TDI,FWVNMKK,YSLRTTP,,8532240000,CN,CN,0.0,C,E,575.7,3201467.7,0,0
24321705,2020-08-04,30,B,87,21,11,10,8XNBPP4,CI2ZRNF,NLLI4V9,,3802901090,NL,DE,0.0,FEU1,E,1500.0,31350.0,0,0
36727721,2020-08-04,20,B,88,21,11,10,DWNJQL8,ZZWNMXS,QWWZQ11,,8501101000,CN,CN,4.8,FCN1,E,2534.4,229616.64,0,0
17537821,2020-08-04,20,B,11,21,11,10,E3Q8ABV,XTX91VK,3NZJ6F4,,6109903010,CN,CN,13.0,A,G,1100.0,68750.0,0,0
73495572,2020-08-04,40,B,11,21,11,10,O4RTZZ1,2KWG963,DC8ZFRX,,9405609000,FR,CN,3.2,FCN1,Y,66.2,6401.540000000001,1,1
29994170,2020-08-04,40,B,11,21,11,40,YAHFNQL,QBZ84C2,71NHBML,,6702909000,CN,CN,8.0,A,Y,18.2,529.62,0,0
40674220,2020-08-04,20,B,11,21,11,10,SDXKKA0,39TQVAW,C7AJP5O,,6802930000,CN,CN,8.0,A,G,40740.0,439992.0,0,0
35143645,2020-08-04,20,B,11,21,11,40,1E7PNI5,MZQ7M2V,6PQT0F8,,4907009000,US,US,0.0,A,Y,0.4,1199.92,0,0
10233015,2020-08-04,20,B,11,21,11,10,2F7JGCO,W15QVGV,FFNV3RK,,8483409090,JP,JP,8.0,A,S,4.0,1354.8,0,0
46849792,2020-08-04,20,B,11,21,11,10,UOOH9ZX,WAUQJ49,HWHFY6S,,9401699000,VN,VN,0.0,C,S,6510.0,467418.0,0,0
19562580,2020-08-04,20,B,11,21,11,10,G08G1SQ,9VNNLNU,UJJYJBX,,8413509090,US,US,0.0,FUS1,Y,69.4,45512.52,0,0
36849126,2020-08-04,20,B,11,21,43,40,N5DYZ9T,PJHDMUI,A7QE9CN,,8703249020,US,DE,8.0,C,E,2172.5,19118.0,0,0
22459424,2020-08-04,13,B,11,21,11,10,6UIXBT4,VH78FYX,IWSDF6W,,8517703069,CN,CN,0.0,CIT,Y,1192.4,2883223.2,1,1
85156096,2020-08-04,20,B,94,26,43,10,LP6EWRR,1N8POX9,29OQ5V9,SS12NI,6307909000,CN,CN,10.0,A,E,14.0,32.2,0,0
88974866,2020-08-04,16,B,11,21,14,40,2ODETN4,DBLCKDG,HHW5I9M,,8537109000,CN,CN,0.0,CIT,E,106.5,32003.25,0,0
79322440,2020-08-04,30,B,11,21,11,10,OQY4ZUC,EVVF2CA,9MSIU80,,3926909000,CN,CN,6.5,C,G,10.0,6.0,1,1
93300810,2020-08-04,20,B,11,21,11,40,5PDPMM1,BR3EGVG,9TG9HU1,,9404290000,CN,CN,8.0,A,Y,15.0,130.5,0,0
57099939,2020-08-04,40,B,87,21,18,40,PF1L1IG,Y7HAPEK,788EQVZ,W6UCD9,8542391000,US,MX,0.0,CIT,Y,0.1,4.18,0,0
26558411,2020-08-04,30,B,11,21,11,10,NUWS5CF,QWUG7P8,S5R8RUP,,3705009010,JP,JP,0.0,CIT,S,0.9,101983.5,0,0
47954435,2020-08-04,20,B,11,21,11,10,UFO3ZSU,Z08TH90,8QOEWI1,,3917399000,TW,TW,6.5,C,E,259.6,15264.48,0,0
21636514,2020-08-04,40,B,11,21,11,10,6T0AJ3G,Y87ZITA,6QLMSXJ,,3208201030,JP,JP,6.5,C,G,43200.0,50760000.0,1,1
95234000,2020-08-04,33,B,11,23,11,40,QLUG4S3,KJNUUIL,8EZV1J9,,3302101000,VN,VN,5.0,A,Y,4.5,8371.35,1,1
42454273,2020-08-04,40,B,11,21,11,40,JLSFRP0,C1V2J6Y,,,5208120000,IN,IN,0.0,FIN1,Y,14480.6,8540657.879999999,0,0
40699309,2020-08-04,40,B,11,21,11,40,23TMRU0,ZCES2R0,G6MA2FQ,,9405999000,CN,CN,3.2,FCN1,E,48.2,1648.4400000000005,0,0
14284906,2020-08-04,40,B,11,21,11,10,X4YE5K6,BW31IAP,OD9KMHM,,2935909090,CN,CN,1.9,FCN1,Y,2.0,3024.0,0,0
79860769,2020-08-04,20,B,11,21,11,10,E95LJ9S,RW8T1NW,RB38FUZ,,7409119000,CN,KR,8.0,A,E,1464.6,5380647.48,0,0
33662582,2020-08-04,40,B,11,21,11,10,5ZGF6NI,WGMVYON,23RIU88,,3926909000,ES,ES,6.5,C,E,1419.0,851.4,1,1
76509037,2020-08-04,30,B,11,21,11,10,6APLI65,M9GVCC8,,,8443311010,US,CN,0.0,C,G,15000.0,14667000.0,0,0
25492724,2020-08-04,40,B,11,21,11,10,X6BHPT7,09TGIXN,OC7KQSY,,2836200000,CN,CN,0.0,FCN1,E,60000.0,5718000.0,0,0
36717719,2020-08-04,40,B,11,21,43,10,S1N2WHR,Q3O1BL4,91SSJGF,,6303920000,CN,CN,13.0,A,E,60.0,1968.0,0,0
85047180,2020-08-04,40,B,11,21,11,10,6V8QPPW,LSKUSNM,GCPNHU7,,1901909099,TH,TH,8.0,A,B,18000.0,3358800.0,0,0
57500386,2020-08-04,30,B,11,21,11,10,A7POIBB,8BYVPT3,9UKFQLM,,4012209020,JP,JP,8.0,A,G,14600.0,1687760.0,0,0
24952592,2020-08-04,40,B,87,21,43,40,DWNJQL8,1I4Z34P,,MWIDNS,9503003700,CN,CN,3.2,FCN1,E,9100.0,71890.0,1,1
94945707,2020-08-04,40,B,11,21,11,10,G08G1SQ,COKB9YM,JRDJS09,,3818002010,NL,NL,0.0,C,Y,0.2,22.880000000000006,0,0
52266227,2020-08-04,20,B,11,21,11,10,E3Q8ABV,K3XDD6I,M91F1M7,,3504002090,CN,CN,3.2,FCN1,G,260.0,415012.0,0,0
33036674,2020-08-04,30,B,11,21,11,10,L0BFQ7J,10TTF21,NS7CWRQ,,3926909000,JP,JP,6.5,C,E,1.0,0.6,1,1
70190912,2020-08-04,40,B,15,21,43,40,HV1AB1L,NYJPA1C,7VBF3FM,HE8ATP,3926101000,CN,CN,0.0,FCN1,B,583.0,311322.0,0,0
69706406,2020-08-04,33,B,11,21,11,40,N391EDO,OSWM2P5,UP8ZK0B,3JLK6O,2942009090,CN,CN,6.5,C,E,0.4,89.64,0,0
23692727,2020-08-04,40,B,87,21,11,40,A7POIBB,LSW3ZF8,LF54V33,MWIDNS,3926909000,HK,CN,6.5,C,E,45.0,27.0,0,0
42641554,2020-08-04,16,B,11,21,14,40,8BBKYXO,TP4IJ45,G24PFXK,,9505100000,CN,CN,8.0,A,B,4.7,470.94000000000005,1,1
73956538,2020-08-04,30,B,11,21,18,40,158PVN2,BGM1KPK,HZBAIJR,,8541409022,KR,KR,0.0,C,E,17885.0,681418.5,0,0
60856383,2020-08-04,20,B,11,21,11,10,OZB7KED,X9IMQQG,FTOIDA2,,3926909000,CN,CN,6.5,C,E,27.0,16.2,0,0
16438000,2020-08-04,10,B,11,21,43,10,B6C4G68,S3UGK61,WQGK5ED,,8537109000,US,US,0.0,FUS1,E,1.0,300.5,0,0
59541870,2020-08-04,20,B,11,21,11,40,9VBV1B6,FAL0KXF,Z1P6DVU,,8544422090,CN,CN,2.4,FCN1,E,584.0,17461.6,0,0
89523260,2020-08-04,40,B,11,21,11,10,S1N2WHR,ET2GD3E,MCFTDUF,,7013990000,JP,JP,8.0,A,G,73.7,1083.39,1,1
83692161,2020-08-04,39,B,11,21,11,40,OHE0O8U,IBW3GVI,IYTZZJV,,4414000000,GB,GB,0.0,FEU1,B,210.0,14973.0,0,0
27451181,2020-08-04,40,B,11,11,11,40,UFO3ZSU,3NO80TR,,,7117900000,JP,FR,8.0,A,Y,0.1,2.07,0,0
99096162,2020-08-04,30,B,11,21,11,10,L5GONLU,PNYIPW9,WNWABXP,,6204420000,CN,CN,5.2,FCN1,G,5.0,291.5,0,0
48788779,2020-08-04,20,B,11,21,11,10,RZXCX7U,5RYZMVO,6UFXB0N,,4403212000,NZ,NZ,0.0,A,Y,413812.0,26277062.0,0,0
45891997,2020-08-04,40,B,11,21,43,10,WBQKENF,NXZGW6G,I7YSPVY,,9401699000,VN,VN,0.0,C,E,3132.0,224877.6,0,0
47839760,2020-08-04,20,B,11,21,11,10,H3RWZG0,WFDUHEW,,,8481900000,JP,JP,8.0,A,G,122.3,5368.969999999998,1,1
83004594,2020-08-04,30,B,11,21,11,10,4TCWW13,DWJ4MHK,8HONN9I,,6307909000,CN,CN,10.0,A,G,171.0,393.3,0,0
86071594,2020-08-04,71,B,11,26,11,10,R6FUC93,N7QY68Z,3YSMTTG,3JLK6O,9403890000,CN,CN,0.0,C,S,2051.0,15587.6,0,0
59627235,2020-08-04,40,B,87,11,18,40,0LA5GOR,3B0TONJ,47UR8NX,W6UCD9,8537109000,US,US,8.0,A,S,1.0,300.5,0,0
55472122,2020-08-04,30,B,11,21,43,10,1XCM1XF,ILQXEHE,EE08HGM,,3924909000,JP,JP,6.5,C,Y,810.3,891.33,0,0
88915623,2020-08-04,30,B,11,21,14,10,U7IV9RE,YQJHFJ4,,,6806209000,US,US,0.0,FUS1,B,5486.4,1929018.24,0,0
14486869,2020-08-04,121,B,93,21,11,40,TFLXB68,8Q259XB,E7WD5D8,,8523521000,US,US,0.0,C,S,7.5,15192.0,1,1
55683447,2020-08-04,40,B,94,21,18,40,DWNJQL8,5ALGWAO,,MWIDNS,6204320000,CN,CN,3.9,FCN1,E,27.0,14169.6,0,0
57105628,2020-08-04,30,B,83,21,11,10,L5GONLU,JY91Q81,EHASP6L,,8507909000,CN,CN,3.2,FCN1,G,558.0,3013.2000000000007,0,0
11731637,2020-08-04,20,B,11,21,11,40,9GVIG2T,LCFDZ58,CIIR1J8,,6806909000,US,US,0.0,FUS1,E,40.0,10216.0,0,0
52221720,2020-08-04,13,B,11,21,11,10,69Z0KLV,TOOEFIB,5QLS1S4,,9503003493,CN,CN,3.2,FCN1,E,240.0,63120.0,0,0
51391296,2020-08-04,40,B,11,21,43,10,6V8QPPW,51WM64A,K76UOWY,,3926909000,CN,CN,3.9,FCN1,E,490.0,294.0,1,1
23866418,2020-08-04,40,B,11,11,14,10,7OB24ZT,ENEH4E1,90VN9M9,,301929090,AE,TN,20.0,L,S,1498.0,6767215.0,0,0
47789223,2020-08-04,13,B,11,21,11,10,2ODETN4,ABR3TW7,O9QXSRZ,,3926901000,JP,JP,6.5,C,E,422.7,13357.32,0,0
42451634,2020-08-04,20,B,11,21,11,10,H3RWZG0,FXZB9ZH,1P57AIM,,3304991000,JP,JP,6.5,C,B,115.5,20570.55,0,0
57059673,2020-08-04,40,B,94,21,14,40,PF1L1IG,KEIZAIB,,MWIDNS,1209913000,CN,CN,0.0,A,E,144.8,618831.76,0,0
10165647,2020-08-04,20,B,11,21,11,40,46FQ52I,MG77MTE,LXWRKVP,,3824999090,CN,CN,0.0,FCN1,Y,30000.0,375000.0,1,1
70314493,2020-08-04,30,B,11,21,11,10,A7POIBB,KRV5OM0,HZ1888A,W6UCD9,9401809000,CN,CN,0.0,C,S,120.0,144.0,0,0
28996108,2020-08-04,30,B,11,11,11,10,UTNPOCA,S6WY57M,EEZP2EH,,9504400000,CN,CN,0.0,C,S,726.9,110198.04,0,0
28981652,2020-08-04,30,B,11,21,11,10,CZQUPH8,Z57RICQ,EEQB3ND,,8504405010,CN,CN,0.0,CIT,E,443.0,308682.4,0,0
47419349,2020-08-04,20,B,11,21,11,10,UFO3ZSU,US4ABZL,LXOLZQ6,,9026201190,DE,DE,0.0,FEU1,G,5.3,5561.8200000000015,0,0
55959570,2020-08-04,53,B,11,21,11,40,SMPOM2X,22M0HPZ,7K2DX7J,77BN4M,8113000000,CN,CN,3.0,A,S,3213.9,7398719.189999999,0,0
56286500,2020-08-04,20,B,11,21,11,10,AZI5L7O,FBKWIIB,NUDKKEY,,8703239020,DE,DE,0.0,FEU1,G,2100.0,20370.0,0,0
75163812,2020-08-04,40,B,11,21,43,40,WBQKENF,WM7RUV4,AM05MDE,,9033000000,JP,JP,5.0,F,E,2.5,2760.0,0,0
68598157,2020-08-04,20,B,11,21,11,10,43MSLZK,DBLCKDG,UNCISOP,,9004109000,GB,IT,8.0,A,G,0.3,21.24,1,1
45539018,2020-08-04,30,B,11,21,11,10,NYP99B9,OY1CLID,7VW2QAI,,3306100000,US,US,0.0,FUS1,G,8471.3,1573120.4099999997,0,0
88423096,2020-08-04,20,B,11,11,11,40,MBMUR6B,X85SFTZ,T71M7R9,,7106929000,US,US,3.0,A,G,0.8,1777.76,0,0
14423713,2020-08-04,20,B,11,21,11,10,JLE5FET,DIWOW82,GCPNHU7,,710802000,CN,CN,27.0,C,Y,24000.0,7036800.0,0,0
16048567,2020-08-04,40,B,11,21,11,10,RWYXI0J,708A72F,7B6MAYT,,7009100000,CN,CN,0.0,FCN1,E,932.8,734393.44,0,0
25585590,2020-08-04,13,B,11,11,43,10,Q9ZG6R5,TP4IJ45,MHL4F2V,,3705009010,JP,JP,0.0,CIT,S,0.5,56657.5,0,0
11357121,2020-08-04,40,B,11,21,11,40,7O9Q8P3,23XTC4Y,0FAN4SZ,,2818309000,CN,CN,3.8,FCN1,E,20000.0,2832000.0,0,0
93029743,2020-08-04,40,B,11,21,11,10,8R629JR,IC8D0TO,1E7QNNJ,,8517624090,AZ,IL,0.0,C,G,15.7,113008.6,0,0
68471721,2020-08-04,13,B,11,21,11,10,MP58TZN,OUDRKX8,HL3JD1C,,2933399090,CN,CN,2.6,FCN1,B,83.7,191513.97,0,0
30271171,2020-08-04,30,B,11,21,11,40,B372BYW,NB32JN1,3YX2U7K,,8902001010,JP,JP,0.0,A,E,298297.0,14527063.9,0,0
63792688,2020-08-04,40,B,11,21,18,40,N9MVAE1,O28P04K,PN0UOUY,LC6XBR,8517701029,VN,VN,0.0,CIT,Y,13.7,2908.51,1,1
40062660,2020-08-04,30,B,11,21,11,10,4QADEO0,AQ4FFEA,YLSHCWD,,6211499000,JP,CN,13.0,A,G,34.0,4440.4,0,0
75390745,2020-08-04,20,B,11,21,11,10,9GVIG2T,LCFDZ58,PDYT86E,,8424909090,CN,CN,2.4,FCN1,E,348.0,50808.0,1,1
78118615,2020-08-04,20,B,11,21,11,10,YBWV8P1,9K9TXKT,2B2XIJP,,3304201000,JP,JP,6.5,C,E,3.0,563.4000000000002,1,1
75203424,2020-08-04,30,B,11,21,11,10,Q2IRFAT,LJAEOYN,BOZ2T8T,,7325100000,CN,CN,0.0,FCN1,B,9200.0,275080.0,0,0
68369512,2020-08-04,40,B,11,21,11,10,IS27RCU,XSXLKKD,DC8ZFRX,,9405209000,CN,CN,3.2,FCN1,S,301.0,86958.9,0,0
66843074,2020-08-04,30,B,11,21,43,10,UTNPOCA,0GTB1S9,0179SVH,,6110200000,US,KR,13.0,A,S,30.0,792.0,1,1
17702279,2020-08-04,30,B,11,21,43,10,RSUWWQ2,OC6LWH4,AYZI3I4,,8523511000,US,KR,0.0,C,E,1.8,2165.94,1,1
71833488,2020-08-04,20,B,11,21,11,10,LTMCLCO,TUXZ4XB,EYMTZXX,,8481900000,CN,CN,8.0,A,G,5.0,219.5,0,0
19446473,2020-08-04,16,B,11,21,11,10,6V8QPPW,ZS209BE,EILRB6T,,9603290000,CN,CN,2.4,FCN1,E,358.0,11348.6,0,0
48769602,2020-08-04,20,B,11,21,11,10,575N8BW,4Q9WU8T,JWYI2CP,,4202399000,GB,IT,0.0,FEU1,G,1.9,190.95,0,0
64895206,2020-08-04,40,B,11,21,11,10,QFX9UAR,W63PIP8,9B1K0H9,,3204170000,CN,CN,8.0,A,B,0.2,239.64,0,0
41048776,2020-08-04,20,B,11,21,11,10,6LV96I6,CENWHHN,NHIM60I,,9405999000,CN,CN,3.2,FCN1,S,14.0,478.80000000000007,1,1
65807423,2020-08-04,40,B,11,21,11,40,0YUKCIU,M576IOV,,,8538902000,US,US,0.0,FUS1,E,7.0,556.5,1,1
64832083,2020-08-04,20,B,11,21,11,10,6LV96I6,1ST6R17,T5E1HFY,,9403309000,CN,CN,0.0,C,G,557.9,557.9,0,0
94628653,2020-08-04,20,B,11,21,14,40,1XTT3K3,9DNOKUC,IS1YATG,,7102210000,US,BV,1.0,A,Y,0.1,125926.02,0,0
15656764,2020-08-04,40,B,11,11,11,10,K3E28IQ,98VUP2X,CXPAFNT,,7307229000,CN,CN,3.2,FCN1,G,10.0,4506.0,0,0
21179559,2020-08-04,30,B,11,21,43,40,DWNJQL8,CT4P9GH,,MWIDNS,9506399000,CN,CN,0.0,FCN1,Y,75.0,2002.5,0,0
90744385,2020-08-04,30,B,11,21,14,10,5K1441H,WH01TQ0,OMNTC1Q,,3926909000,CN,CN,3.9,FCN1,E,86.0,51.6,1,1
34027273,2020-08-04,30,B,11,21,43,10,ZNRJ3PF,ZWP95JY,OTRVIBL,,301929090,CN,CN,20.0,L,Y,6392.0,28875860.0,0,0
40824645,2020-08-04,30,B,11,21,43,10,5K1441H,SOLBJEZ,FRELKEF,,5603920000,CN,CN,8.0,FCN1,G,76.8,9715.2,0,0
38802491,2020-08-04,13,B,11,21,11,40,F91AZFX,Q4EI3MG,0P2MHVY,,9107009000,CN,CN,8.0,A,Y,206.0,312069.4,0,0
31607619,2020-08-04,20,B,11,11,43,40,E3Q8ABV,ETFXTYP,3EVLVZQ,,2005991000,CN,CN,20.0,A,Y,14140.0,907788.0,0,0
72779258,2020-08-04,20,B,11,21,11,10,AX4CW6G,JF3FDYN,IU1TWPV,,9401809000,CN,CN,0.0,C,B,2053.0,2463.6,0,0
