Date,Office ID,Process Type,Import Type,Import Use,Payment Type,Mode of Transport,Declarant ID,Importer ID,Seller ID,Courier ID,HS10 Code,Country of Departure,Country of Origin,Tax Rate,Tax Type,Country of Origin Indicator,Net Mass,Item Price,Fraud,Critical Fraud
2020-06-03,20,B,11,21,11,9,K24WNBY,FPZLNFX,TNBC1SB,,3402901000,CN,CN,0.0,FCN1,B,20000.0,5650000.0,1,1
2020-06-03,19,B,11,21,12,9,DWNJQL8,Z65FV2R,,,4202399000,NL,PT,8.0,A,G,3.4,341.7,1,1
2020-06-03,31,B,11,21,11,10,1ZWR973,USK2N68,8ZYI7TX,,4420109000,CN,CN,4.2,FCN1,E,1652.0,37335.2,0,0
2020-06-03,40,B,11,21,11,10,GLV0FEA,206WMTU,JTEC8CX,,7117199000,CN,CN,3.2,FCN1,G,81.4,146.52,0,0
2020-06-03,40,B,10,21,14,10,72BHKZS,UKFFSDO,5M8BLOC,,3926909000,HK,HK,6.5,C,Y,122.0,73.2,1,1
2020-06-03,20,B,11,21,42,10,BA7KAU9,DVTIWDA,UH4BPH2,,8504409099,CN,CN,4.9,C,B,74.7,32584.14,0,0
2020-06-03,20,B,11,21,11,10,ZN0A109,6C0SMCJ,DLOBPRA,VZIZJJ,6204430000,CN,CN,8.1,E1,S,24.0,2995.2,1,1
2020-06-03,19,B,12,21,10,9,6LV96I6,Q5OP9FG,N4UQ2R6,,6201990000,GB,GB,0.0,FEU1,B,2.0,1729.2,1,1
2020-06-03,19,B,12,21,11,10,DWNJQL8,9KQBFDU,530LFCI,,4203299000,CN,CN,0.0,FCN1,B,1500.0,377850.0,0,0
2020-06-03,40,B,11,21,11,40,72BHKZS,XYCB2S8,09UPRFS,,9405409000,CN,CN,4.8,FCN1,S,2850.0,29355.000000000004,0,0
2020-06-03,20,B,10,21,11,10,R52WILO,WX30ODF,PMU0W61,,8214200000,JP,JP,8.0,A,Y,10.8,1807.92,0,0
2020-06-03,40,B,10,21,10,10,N8XBQG4,TEHIOVP,0P2MHVY,,8414519000,CN,CN,0.0,FCN1,E,10200.0,4128960.0,0,0
2020-06-03,21,B,10,21,10,10,LD8W6Q1,BES92ZL,M0IVOZH,,3919900000,CN,CN,0.0,FCN1,Y,697.0,69.7,0,0
2020-06-03,68,B,11,21,11,10,Q2IRFAT,DQUMFHF,IU03S94,30GFAP,6307909000,HK,IN,10.0,A,E,14.6,33.58,1,1
2020-06-03,30,B,12,21,11,10,Z3WOVOR,7QP1KV3,ZIQC7RR,MWIDNS,3822002099,US,US,8.0,A,G,30.0,69162.0,0,0
2020-06-03,40,B,11,21,11,10,IYJ9DYN,UWNBJQQ,BET9U2M,W6UCD9,3105100000,IT,IT,6.5,C,B,19000.0,2922200.0,0,0
2020-06-03,30,B,11,21,11,40,E3Q8ABV,I17PHRS,LDRCWY8,MWIDNS,3917321000,CN,CN,0.0,FCN1,G,29.0,20740.800000000007,0,0
2020-06-03,39,B,11,21,40,40,ZKB0LAL,669C1ZG,VUG7TCR,W6UCD9,1902200000,VN,VN,5.0,A,G,2.0,2550.0,0,0
2020-06-03,20,B,11,21,11,10,BWN4U9D,QMUGRNM,4LLCH3T,,6903909090,CA,CA,0.0,FCA1,G,2777.0,517355.1,1,1
2020-06-03,41,B,10,21,11,9,PF1L1IG,E3OJFED,Q7HMJ40,,301929090,CN,CN,20.0,L,Y,5506.0,24873355.0,0,0
2020-06-03,40,B,12,21,10,9,OZKII7E,QLQ320K,42VLJD6,MWIDNS,6403599000,HK,IT,13.0,C,E,3.1,2119.78,0,0
2020-06-03,32,B,10,21,11,38,N0FNELS,01JZDNY,BXAWPQO,,6110301000,CN,CN,13.0,A,E,3741.0,347164.8,0,0
2020-06-03,39,B,11,21,11,10,OZKXWOX,7PNJWR7,CSUK3BM,,6307909000,HK,CN,10.0,A,E,6.0,13.8,0,0
2020-06-03,14,B,11,21,11,9,S1N2WHR,FL5QKK2,EVE8YBP,,3206500000,CN,CN,0.0,FCN1,Y,200.0,935100.0,0,0
2020-06-03,20,B,22,21,11,10,7GHJ33J,62FC76F,CM5CBUT,,3002904000,TW,TW,0.0,A,S,0.2,186.88,0,0
2020-06-03,20,B,89,21,43,10,M3WMW25,WLQYVUK,RLJ07ED,,9002191000,CN,CN,0.0,C,Y,20.4,59708.76,0,0
2020-06-03,40,B,88,21,11,10,UI9G4N0,M6S4S58,9TG9HU1,,2903399000,US,US,0.0,FUS1,Y,19200.0,14843520.0,0,0
2020-06-03,30,B,11,21,11,10,SDXKKA0,8EDZX2Z,S7GMQ90,VZIZJJ,4202122000,CN,CN,8.0,A,Y,100.0,7109.999999999999,0,0
2020-06-03,40,B,10,21,11,40,UFO3ZSU,TVR31KJ,Q7PEBVQ,,8504403010,CN,CN,0.0,CIT,E,161.0,35098.0,0,0
2020-06-03,39,B,11,21,12,9,DWNJQL8,LIBISOJ,,,2103909090,CN,CN,8.0,A,G,5000.0,135000.0,0,0
2020-06-03,19,B,11,21,11,9,9S0RDUA,QS1S4XK,UTEX0S5,,7020009000,JP,JP,8.0,A,G,0.7,29.96,1,1
2020-06-03,40,B,84,21,43,10,7E5Q6X6,T8AH1KJ,GWMKO08,,9018129000,CN,KR,0.0,CIT,Y,1.6,7597.6,0,0
2020-06-03,20,B,12,11,13,10,E3Q8ABV,X3E6RDI,MDKSPOL,,8425422000,FR,FR,0.0,C,E,118.0,18266.4,0,0
2020-06-03,20,B,88,21,44,10,90QOU11,NVHHGZR,2Y2Y4M9,VZIZJJ,4202299000,CN,CN,8.0,A,S,26.5,1060.0,0,0
2020-06-03,19,B,10,21,12,9,UTNPOCA,XON4795,GCPNHU7,,6117104000,CN,CN,5.2,FCN1,G,42.0,5716.2,0,0
2020-06-03,20,B,11,21,11,10,TWNONMM,UH1U32M,25B2J5D,,2005999000,CN,CN,20.0,A,E,30.0,2841.0,0,0
2020-06-03,20,B,10,21,11,10,JS0RSCD,L2TAMVF,BFYM5SE,,6403599000,IT,ES,0.0,FEU1,S,10.0,6838.0,1,1
2020-06-03,19,B,10,21,11,37,62RAPC6,JR00P65,,,9503003411,JP,VN,8.0,A,S,163.6,1865.04,0,0
2020-06-03,40,B,11,21,11,9,RK0EFIS,6BDU4FT,EX0T44A,,3912399000,CN,CN,6.5,C,G,400.0,189480.0,0,0
2020-06-03,39,B,11,21,12,9,DWNJQL8,KTMROZ9,ES6KNJT,,7307999000,US,US,0.0,FUS1,S,8.0,327.2,0,0
2020-06-03,20,B,11,21,11,10,90QOU11,HPGYUVJ,V9GO1VJ,,9620000000,CN,CN,3.2,FCN3,B,8.0,523.2,1,2
2020-06-03,22,B,10,21,12,40,7YOSHYM,N9INWXL,,,9615191000,CN,CN,0.0,FCN1,Y,175.0,24377.500000000004,0,0
2020-06-03,19,B,10,21,11,9,B575QI9,6WMMBYD,MLYD5UT,,8428909000,CN,CN,0.0,FCN1,G,19880.0,198800.0,0,0
2020-06-03,40,B,85,21,43,10,B575QI9,JCLHQLJ,H8WL7VX,,8525803000,HK,CN,0.0,A,G,15.3,6972.21,1,1
2020-06-03,20,B,10,21,11,39,PF1L1IG,2MIEM3G,HSFB89Z,,6206401000,CN,CN,6.5,E1,Y,164.0,3132.4,0,0
2020-06-03,19,B,11,21,11,9,W05IIU8,Q6ZVHZ1,9JG4ZKV,W6UCD9,1209912000,US,US,0.0,A,Y,22500.0,42961500.0,0,0
2020-06-03,20,B,11,21,42,10,RP2SEEH,742ZZ5F,3RDBUS5,,1701142000,BR,BR,3.0,A,S,24500.0,3726450.0,0,0
2020-06-03,39,B,11,21,11,39,21DXEF6,ATHJC89,,,4707300000,JP,JP,0.0,A,G,112220.0,2423952.0,0,0
2020-06-03,39,B,12,21,10,9,VTSHP97,8VCPJHV,,,9403609090,VN,VN,0.0,C,Y,500.0,3550.0,0,0
2020-06-03,19,B,11,21,11,39,PF1L1IG,M6KHZO9,UXX1AJX,,7209169000,CN,CN,0.0,C,G,26769.0,8718663.299999999,0,0
2020-06-03,39,B,11,21,10,9,OZB7KED,IE8H43Y,ELELMZP,,9102999000,CN,CN,0.0,FCN1,G,502.0,255518.0,1,1
2020-06-03,40,B,11,21,11,10,8MTRQLF,V2E4245,8QOEWI1,,4202999000,CN,CN,8.0,A,G,11.0,106.7,0,0
2020-06-03,40,B,11,11,11,10,E6OW914,HG7OHSB,OXP9UK6,,8536699000,SG,DE,8.0,A,S,27.2,1906.72,0,0
2020-06-03,21,B,11,21,11,10,N0FNELS,9KO333U,ZTCWAIB,,710807000,CN,CN,27.0,A,Y,60000.0,15912000.0,0,0
2020-06-03,41,B,11,21,11,10,7TTJVAJ,2H04271,713F2WQ,,1201903000,CN,CN,5.0,W1,G,40000.0,17160000.0,0,0
2020-06-03,40,B,95,21,11,40,DWNJQL8,DZYU5AE,CC4STF9,,3924909000,CN,CN,0.0,FCN1,G,3187.1,3505.8100000000004,0,0
2020-06-03,29,B,11,10,18,10,BYUUDT8,SRCDUMH,SQRO7DV,MWIDNS,4415200000,IT,IT,8.0,A,G,100.0,50.0,0,0
2020-06-03,20,B,17,21,11,10,WFXZGCJ,DZXI9K2,C9DXOFP,,6802930000,CN,CN,8.0,A,Y,22600.0,244080.00000000003,0,0
2020-06-03,40,B,10,21,10,10,1XCM1XF,H27ZHR5,HHXAYIW,,9401699000,CN,CN,0.0,C,G,1630.0,117034.0,0,0
2020-06-03,20,B,11,21,11,10,NJVSADX,X93RCW4,7M7VA97,,4202322000,CN,CN,3.2,FCN1,Y,1600.0,23680.0,1,1
2020-06-03,28,B,10,21,12,8,RBU0EEG,8VS45NF,WXFK87I,,7217900000,CN,CN,0.0,C,S,55.0,2233.0,0,0
2020-06-03,21,B,10,21,11,41,E3Q8ABV,LS20YTB,,,8507601000,CN,CN,0.0,FCN1,E,80.0,25152.0,0,0
2020-06-03,20,B,11,21,11,39,5K1441H,708A72F,,,2827609090,US,US,5.5,C,E,0.0,0.0,0,0
2020-06-03,20,B,11,21,11,40,W8UXMQ2,BXG76AS,,A5IT1U,8450200000,DE,CZ,0.0,FEU1,B,6875.0,4791875.0,0,0
2020-06-03,40,B,11,21,11,49,H4TRKS6,11IX65H,MWQBMRD,,8534009000,HK,CN,0.0,C,G,43.2,1339.2,0,0
2020-06-03,20,B,10,21,11,40,WBQKENF,708A72F,,,8414599000,CN,CN,8.0,A,G,67.0,4294.7,0,0
2020-06-03,41,B,10,21,11,38,8ISFS79,G553U3V,,,9019102000,CN,CN,0.0,C,G,2130.0,11076.0,0,0
2020-06-03,39,B,11,21,12,9,DWNJQL8,BES92ZL,XUR1GYY,,4419909000,JP,JP,8.0,A,G,12.0,4329.6,1,1
2020-06-03,40,B,16,21,11,10,WBLAVQQ,PEYH7PN,86I8E35,H35Z1A,8205909090,CN,CN,8.0,A,G,15.7,1007.94,0,0
2020-06-03,30,B,11,21,17,39,GAJGB52,ZBNWTG8,WVDYHTO,,7602000000,SG,SG,0.0,A,B,21464.0,210347.2,0,0
2020-06-03,29,B,10,21,11,9,749ECRU,AO7R42M,CUQCE7Z,,8708999000,US,MX,8.0,A,B,13.1,91.7,0,0
2020-06-03,16,B,22,21,11,10,1XCM1XF,4IQTLVP,23RIU88,,6211429000,CN,CN,5.2,FCN1,Y,55.0,2200.0,1,1
2020-06-03,40,B,11,21,11,39,7TTJVAJ,1VHJG03,41W8AHR,,9019102000,CN,CN,0.0,C,B,43.2,224.64,0,0
2020-06-03,20,B,11,21,11,40,WDN6NM0,C5S47IW,BQSDED3,EZ2FW6,2811210000,CN,CN,5.5,C,Y,37324.8,6987202.560000001,0,0
2020-06-03,21,B,10,21,11,41,IN763PF,TQEVPHY,1VRR8DV,,1208100000,KR,UA,3.0,A,G,27000.0,9018000.0,0,0
2020-06-03,40,B,11,21,11,10,B6HB8ZP,MWLFJ14,WQU14DJ,,3915300000,JP,JP,6.5,C,E,25241.0,396283.7,0,0
2020-06-03,39,B,12,21,10,9,PF1L1IG,V169LX6,,,9506290000,CN,CN,8.0,A,Y,42.0,17371.2,0,0
2020-06-03,32,B,10,21,11,41,PG5RSF3,TXTIFBM,,,5309290000,IT,IT,2.0,A,G,52.7,80652.08000000003,0,0
2020-06-03,20,B,11,21,11,10,TNRV2L7,Q0SFVQP,W5WQQV8,,4202221010,CN,CN,3.2,FCN1,S,178.0,207797.2,1,1
2020-06-03,40,B,11,21,11,10,Z5UHCH2,VPSXL4Y,NRZ9LT4,EIZP3I,8207501090,CN,CN,2.4,FCN1,G,100.0,40460.0,0,0
2020-06-03,19,B,11,21,11,40,TWNONMM,W5UV7W8,GCPNHU7,,3304992000,FR,FR,0.0,FEU1,G,511.0,12928.3,0,0
2020-06-03,29,B,11,21,11,10,QAEP7ZO,NF9LY02,VH8BK8T,,3926901000,TW,US,6.5,C,G,0.2,6.32,0,0
2020-06-03,20,B,79,21,11,10,BYUUDT8,3WDK65Q,ROKST7W,MWIDNS,6204399000,CN,CN,5.2,FCN1,E,241.0,452766.7,1,1
2020-06-03,31,B,11,21,11,10,6V8QPPW,WYRKHJU,6GSQ3X6,MWIDNS,4011109000,CN,CN,5.0,A,E,307.0,99161.0,0,0
2020-06-03,40,B,11,21,41,40,2ERKD1A,DWOO407,UGCTK9H,,3926909000,JP,JP,6.5,C,E,677.0,406.2,1,1
2020-06-03,20,B,11,21,41,10,8TPRV05,2OSV5R3,KMV8HIK,2SP9SH,1605542099,PE,PE,0.0,FPE1,Y,22200.0,20901300.0,0,0
2020-06-03,39,B,12,21,11,40,RWYXI0J,EOXQ3AU,SRSIXIF,MWIDNS,6206300000,CN,CN,8.1,E1,E,160.0,35360.0,0,0
2020-06-03,42,B,86,21,11,40,6XOS75X,ANIOFOX,PRZRWYR,,3926909000,CN,CN,3.9,FCN1,G,5.0,3.0,1,1
2020-06-03,20,B,11,21,11,10,YOEFT8N,9BXYJD8,5G06UT6,,6208910000,CN,CN,13.0,A,E,125.0,17575.0,0,0
2020-06-03,40,B,11,21,14,10,XGQYKRL,IK2UH7Y,WILZ7F0,,2005999000,CN,CN,20.0,A,Y,23760.0,2250072.0,0,0
2020-06-03,20,B,10,21,10,10,JIHZF3K,LILK087,QA91N08,W6UCD9,9504903000,CN,CN,0.0,C,Y,492.0,25338.0,0,0
2020-06-03,148,B,11,21,43,10,8FIQMFG,YNXNEJ1,HBJXEK9,,2909309090,CN,CN,0.0,FCN1,G,1000.0,826600.0,0,0
2020-06-03,10,B,11,21,11,10,3MH8IN3,PBZ0OQQ,JQLJJWN,,8302499000,CN,CN,8.0,A,S,136.0,29280.800000000007,1,1
2020-06-03,19,B,11,21,10,41,YOEFT8N,Z3CD167,XO6GUY5,,711905099,CN,CN,27.0,A,Y,85000.0,6255999.999999999,0,0
2020-06-03,31,B,11,21,43,39,A7POIBB,UDJW11T,PSYHM2J,W6UCD9,6406909010,CN,CN,8.0,A,G,89.0,703.1,0,0
2020-06-03,30,B,11,21,11,39,0CA1MYJ,YE1L5VJ,,,8516500000,JP,JP,8.0,A,Y,31.5,47183.85000000001,0,0
2020-06-03,40,B,11,21,11,10,K8W9S8E,UHYWN3J,DN4D1IF,MWIDNS,8504401090,JP,CN,2.0,C,G,42.4,131.44,1,1
2020-06-03,20,B,75,21,11,10,SPKIA9H,9RYYVB1,Z64QME2,,5407612000,CN,CN,8.0,A,B,138.0,3339.6,0,0
2020-06-03,29,B,11,21,11,10,43MSLZK,L3HXJ3Z,0HC870L,,8533292000,US,CN,0.0,C,E,0.1,68.81,0,0
2020-06-03,20,B,11,21,11,10,FFYQIST,UVYQWRY,OOHVJZ2,MWIDNS,3924909000,CN,CN,0.0,FCN1,Y,184.8,203.28000000000003,0,0
2020-06-03,29,B,11,21,11,9,6P5MXLM,I9EE03L,BRVSM47,,8409993030,JP,KR,8.0,A,E,120.0,3468.0,0,0
2020-06-03,20,B,11,21,11,10,A9QKW2W,CZPSPN2,EMNGTAS,,6115210000,CN,CN,13.0,A,B,33.0,20654.7,0,0
2020-06-03,31,B,10,21,43,39,VR0AM2A,Z19EZE9,GTTZC39,,8708999000,GB,IT,8.0,A,S,2.1,14.7,1,1
2020-06-03,21,B,10,21,11,10,NZYZ967,T4A6TNW,,,3926909000,CN,CN,6.5,C,Y,14.0,8.4,1,1
2020-06-03,40,B,86,21,17,10,ZCCITFI,Z603EM8,DF8O0Y3,,3208101090,FR,FR,0.0,FEU1,G,1540.0,648494.0,0,0
2020-06-03,40,B,11,21,17,40,NUWS5CF,XKVZ1B3,F7N0CKW,MWIDNS,1201903000,CN,CN,5.0,W1,E,40000.0,17160000.0,0,0
2020-06-03,20,B,81,21,11,10,QRN12CG,SHP3XFG,PDYT86E,,9019209000,TW,TW,0.0,C,G,46.5,167.4,0,0
2020-06-03,21,B,10,21,13,39,DWNJQL8,IIOJRMB,4YJMNDP,,6110301000,US,HK,13.0,A,Y,2.1,194.88,1,1
2020-06-03,20,B,11,21,11,40,H1U03NK,EK01DLU,VHMNCKW,,9703001000,CA,CA,0.0,A,G,2.0,110.0,0,0
2020-06-03,15,B,11,21,11,9,43MSLZK,5U5PLVM,IS1YATG,,3404902000,IT,IT,6.5,C,G,20.6,15923.8,0,0
2020-06-03,40,B,11,21,11,10,F8KI8Y0,ZUKZ8TL,N6BXYGM,,6402999000,CN,CN,13.0,A,S,40.0,4112.0,0,0
2020-06-03,39,B,12,21,10,9,W2APGFT,CCC5RDT,,,6206300000,CN,CN,13.0,A,Y,50.0,11050.0,1,1
2020-06-03,20,B,11,21,11,39,L58U68F,GJA0UGL,S97J74H,W6UCD9,303599000,JP,JP,10.0,A,S,14565.0,2918826.0,0,0
2020-06-03,8,B,11,21,10,42,PF1L1IG,3W2YU8L,JABE2FY,,7117199000,CN,CN,3.2,FCN1,B,34.0,61.2,0,0
2020-06-03,21,B,12,21,40,10,OQY4ZUC,15HQSPG,GCPNHU7,,6304990000,CN,CN,13.0,A,S,6.5,22.1,0,0
2020-06-03,20,B,11,21,43,10,L5GONLU,I7P1SS4,2OQZJ37,,8534009000,HK,CN,0.0,C,G,1.5,46.5,1,1
2020-06-03,40,B,11,21,11,10,OWUMVGF,BQGEOC1,FDVZOR4,,811909000,PE,PE,30.0,A,E,24.0,6609.5999999999985,0,0
2020-06-03,30,B,90,21,11,10,FNWQTV5,ZZZ3DX5,9NEOBLB,,9206009000,SE,SE,0.0,FEU1,G,21.3,1237.53,0,0
2020-06-03,19,B,10,21,46,10,ZZR1LT6,03LJZRT,9NGT16O,,7318159000,SG,CN,8.0,A,B,8.0,17.6,0,0
2020-06-03,41,B,11,21,11,10,1XCM1XF,9KQBFDU,RZM2Z77,,5807909000,JP,JP,8.0,A,G,24.0,3004.8,1,1
2020-06-03,20,B,10,10,11,40,LD5XC5E,MGSN8TD,K56U287,,4818900000,CN,CN,0.0,C,S,10500.0,1502550.0,0,0
2020-06-03,20,B,10,21,10,9,AZI5L7O,52V8T8F,,,803900000,GT,GT,30.0,A,Y,16000.0,1680000.0,0,0
2020-06-03,39,B,11,11,18,40,N9MVAE1,XE08QFH,QND4FAM,,8536410000,CN,CN,3.2,FCN1,E,15.0,187.5,0,0
2020-06-03,40,B,10,21,11,40,XUY6V47,QHUKX0D,DC8ZFRX,,5603920000,CN,CN,8.0,A,B,27363.6,3461495.4,0,0
2020-06-03,39,B,12,21,11,10,AX4CW6G,LMDUKVD,,,904220000,KR,CN,0.0,W2,B,3500.0,2034550.0,0,0
2020-06-03,11,B,11,21,13,41,7YOSHYM,6K76VIM,JBRTMMY,,710807000,CN,CN,27.0,A,S,4820.0,1278264.0,1,1
2020-06-04,20,B,11,21,11,10,FI9N1BX,5IIG0EF,QGNM3J8,,303990000,US,US,0.0,FUS12,S,1161.2,854294.8400000002,0,0
2020-06-04,20,B,11,21,11,10,OOLW1MT,BDJWVVI,5MT2FJ8,,8507601000,CN,CN,0.0,FCN1,E,400.0,125760.0,0,0
2020-06-04,20,B,12,21,10,10,AY5N2KW,EVN40SJ,,,9031499000,JP,KR,0.0,C,E,1.0,4414.8,0,0
2020-06-04,40,B,12,21,10,38,E3Q8ABV,DGAUWOE,HLYJR44,,9014200000,CN,CN,0.0,CIT,Y,0.4,75255.72,0,0
2020-06-04,20,B,92,21,11,10,IOAZGKI,LDQPSP6,K3WGQZ7,,5603119000,CN,CN,3.2,FCN1,Y,5.6,1081.9199999999996,1,1
2020-06-04,40,B,79,21,11,9,K3HCKNK,GSZPNXT,ZY7W9TR,MWIDNS,8421399099,CN,CN,3.2,FCN1,G,105.0,892.5,1,1
2020-06-04,13,B,96,21,13,10,ZA03N3Z,Y6OH3CO,MEJDKWM,,6802930000,CN,CN,8.0,A,E,14000.0,151200.0,0,0
2020-06-04,19,B,11,21,11,40,O7GM82Y,0JJ1T52,E08IF6V,EIZP3I,9506910000,CN,CN,8.0,A,B,10.0,136.0,1,1
2020-06-04,15,B,10,21,11,10,A4VPLN7,5892ZTB,Z647SDL,LM3SJ4,8471702020,US,US,0.0,C,E,10.0,29578.0,0,0
2020-06-04,19,B,11,21,11,10,0LA5GOR,TDYSS9F,LFAIQ7Z,,3101001090,JP,JP,6.5,C,Y,50400.0,1859760.0,0,0
2020-06-04,21,B,10,21,11,10,IN763PF,697MWO1,SPGQEFC,,3926200000,CN,CN,2.6,FCN1,G,126.0,5959.799999999998,0,0
2020-06-04,41,B,10,21,11,10,AZI5L7O,21G27IH,41W8AHR,,6106201000,CN,CN,13.0,A,B,32.0,11184.0,0,0
2020-06-04,19,B,11,21,11,10,DWNJQL8,9SJKJVU,,,9025191000,US,US,0.0,CIT,G,0.1,10.62,0,0
2020-06-04,20,B,11,21,14,10,LMAMV8S,CFB1A3B,I2R00YZ,,7326909000,CN,CN,0.0,FCN1,Y,0.7,1.0499999999999998,0,0
2020-06-04,39,B,10,21,11,39,I768TB2,CYOSCDW,23RIU88,,6204629000,CN,CN,13.0,A,B,1.0,140.3,0,0
2020-06-04,20,D,11,21,19,10,WMXXNMR,KG1S54R,FEJFCKP,MWIDNS,9506290000,CN,CN,0.0,FCN1,E,320.0,132352.0,1,1
2020-06-04,40,B,11,21,13,39,R52WILO,1VHJG03,WPN0LAZ,,9503003990,CN,CN,0.0,C,Y,87.2,52.32,0,0
2020-06-04,40,B,11,21,10,39,WW4FGVY,8VS45NF,Q8KYPKR,,4819600000,CN,CN,0.0,C,E,11.0,40.7,0,0
2020-06-04,41,B,11,21,42,10,JCD8CVJ,OTOBMTV,FEUK8NG,,6211431000,CN,CN,13.0,A,G,20.0,1036.0,0,0
2020-06-04,12,B,11,21,11,10,89L3UKQ,19XE1ZT,XYX297H,M42A38,8517703069,MY,MY,0.0,CIT,E,2.0,4836.0,0,0
2020-06-04,20,B,11,21,11,40,EMZX225,XWQ2L6E,YA9R7LY,,9507101000,CN,CN,0.0,FCN1,G,10.0,30869.0,0,0
2020-06-04,40,B,11,21,11,41,HHBAZKA,HW2UTQ2,1J7PG7R,MWIDNS,3923100000,CN,CN,6.5,CIT,S,33.0,105.6,1,1
2020-06-04,39,B,11,21,11,9,SC03Z0S,TM601LP,KJVXA4Q,,602909040,CN,CN,5.6,FCN1,E,49700.0,3528700.0,0,0
2020-06-04,39,B,11,21,11,10,OZB7KED,8V2HPL8,,,9018909090,CN,CN,8.0,A,G,61.0,3068.3,1,1
2020-06-04,20,B,93,21,11,10,86E3KB0,OKTHPQX,6ELCEHE,MWIDNS,3926909000,CN,CN,3.9,FCN1,G,681.8,409.08,0,0
2020-06-04,29,B,11,21,13,39,IS27RCU,1VHJG03,8TF3OLD,,6208221000,CN,CN,3.9,FCN1,S,75.0,19395.0,0,0
2020-06-04,20,B,10,21,11,9,N0FNELS,FWVNMKK,9UP4MN8,,9506310000,US,US,0.0,FUS1,G,25.0,10812.5,1,1
2020-06-04,58,B,11,21,11,39,U8YJ1TN,7X3FLNN,CCV4VRD,,8543709090,CN,CN,0.0,FCN1,E,4016.0,101203.2,0,0
2020-06-04,20,B,11,21,42,10,K2LWY3B,5SL3HDI,H02R3W2,,6306220000,CN,CN,5.2,FCN1,Y,4050.0,28350.0,0,0
2020-06-04,32,B,91,21,11,10,7HR8Q5U,6FEOYC1,3EVLVZQ,,8708959000,US,US,0.0,FUS1,E,4955.0,2739124.0,0,0
2020-06-04,30,B,88,21,11,9,IANZHX5,IIHWGMB,M3O4128,,6307909000,CN,CN,4.0,FCN1,G,81.0,186.3,0,0
2020-06-04,12,B,11,21,11,10,VQPJR4J,GI6S9WT,NYAWPN6,,8505119000,CN,CN,4.2,FCN1,E,1472.0,233753.6,0,0
2020-06-04,20,B,11,21,11,40,9V8UD38,ERUP8JF,UXX1AJX,,7310290000,CN,CN,0.0,FCN1,G,840.0,2436.0,0,0
2020-06-04,21,B,11,21,11,10,2PDED6U,OPEXSZZ,WLX4X6I,,9603290000,CN,CN,3.2,FCN1,E,48.0,1521.6,0,0
2020-06-04,20,B,11,21,12,9,DB7JDWC,HMQ7Q53,,,3816001000,CN,CN,1.9,FCN1,G,50000.0,8710000.0,0,0
2020-06-04,20,B,11,21,11,40,0OC8112,80HP2MV,F2A13C9,A5IT1U,8708309000,CN,CN,4.0,E1,B,3447.0,354351.6,0,0
2020-06-04,40,B,11,21,11,40,VUM9E16,SZRTFLN,ZCO0N5W,VZIZJJ,3917400000,US,JP,6.5,C,Y,0.0,0.0,0,0
2020-06-04,29,B,11,21,11,10,RK0EFIS,TM601LP,EHNDMI7,,8536691000,US,TH,0.0,C,B,0.4,209.48,0,0
2020-06-04,41,B,10,21,11,10,KR8JM9H,XT5ZMZT,GCPNHU7,,9506310000,JP,JP,8.0,A,E,54.1,23398.25,0,0
2020-06-04,20,B,11,21,45,10,R5P6P4N,1UI3WUO,CP9LYOC,,6211499000,DE,IT,0.0,FEU1,G,2.8,365.68,1,1
2020-06-04,20,B,11,21,19,9,N9MVAE1,ONSZ6W0,KY3NSEY,,2005991000,CN,CN,20.0,A,B,10000.0,642000.0,0,0
2020-06-04,40,B,11,21,11,9,P0PG8TK,UQCH21F,BA9WP4F,,9506910000,CN,CN,3.2,FCN1,G,80.0,1088.0,0,0
2020-06-04,19,B,11,21,11,9,PF1L1IG,1CI8PRT,8UKELSU,,9506910000,CN,CN,3.2,FCN1,E,200.0,2720.0,0,0
2020-06-04,40,B,11,21,11,10,TNRV2L7,3ZMF7NR,2A5R0JA,,6201110000,HK,CN,13.0,A,B,5.3,14015.32,0,0
2020-06-04,39,B,11,21,12,9,DWNJQL8,AI1JGDK,IZ68PHT,,8481801090,GB,GB,0.0,FGB1,G,45.0,2632.5,0,0
2020-06-04,31,B,10,21,11,40,E189VWP,RTSY2Y5,73IBEM8,VZIZJJ,6204320000,CN,CN,13.0,A,G,1.0,524.8,0,0
2020-06-04,20,B,11,21,44,10,YOEFT8N,8GA4QZ3,IUW8U8Z,,8301200000,CZ,CZ,0.0,FEU1,E,114.2,240904.9,0,0
2020-06-04,40,B,11,21,10,9,JLSFRP0,EY2PUSB,KY3NSEY,,703101000,CN,CN,135.0,W2,G,24000.0,2272800.0,0,0
2020-06-04,20,B,11,21,11,9,4WPS1BN,19BFA5T,TMOJZ9S,,9404210000,ES,ES,0.0,FEU1,E,2261.0,613635.3999999999,0,0
2020-06-04,41,B,10,21,11,38,RXUA5V5,FKPMBX3,0L64CIX,,3926909000,CN,CN,3.9,FCN1,S,3256.0,1953.6,0,0
2020-06-04,39,B,11,21,11,39,5K1441H,RXMAMYV,,,4421999000,CH,IT,8.0,A,E,21.5,17.2,0,0
2020-06-04,20,B,11,21,11,10,KWSE1HX,V01RQNT,DN5AMHE,,6204430000,CN,CN,8.1,E1,Y,42.7,5328.96,0,0
2020-06-04,39,B,21,21,17,10,AY5N2KW,K4M7HXL,7PN0VA5,,8716901000,US,US,0.0,FUS1,G,8.0,3285.6,1,1
